MP_CODE,MP_NAME,Population
270301,Doti,2138
270302,Idutywa,11076
270303,Mtantaneni,959
270304,Mbamba,957
270305,Zingcuka,141
270306,Ngqaqeni,367
270307,Siszini,1085
270308,uMangathi,703
270309,Falakahla,141
270310,Mndundu,483
270311,Xobojiyane,380
270312,Zimbomvu,220
270313,Nqgutu,181
270314,Mangweveni,403
270315,Xanxo,274
270316,KwaBawu,648
270317,KwaNditya B,460
270318,Gobene,222
270319,Nxantsi,249
270320,KwaNjamatafa,111
270321,Mbombozi,461
270322,Mazizini,210
270323,Makwayini,134
270324,Nxaxu,494
270325,KuMpame,1016
270326,KuAmanzimnyama,599
270327,KwaTshezi,558
270328,Nqakanga,120
270329,KuFolokhwe,631
270330,Qatywa,414
270331,Ngubezulu,135
270332,Lututu B,542
270333,Gubevu,708
270334,eSingangeni,96
270335,Ntsimbini,731
270336,Madwaleni,404
270337,Mwana,526
270338,Njiveni A,796
270339,Mdizeni,142
270340,Zitenjeni A,420
270341,Mbanyana,235
270342,Zithenyini,678
270343,Ngqwangele,85
270344,Majola,112
270345,KwaKhawula B,286
270346,Nkalweni B,255
270347,Kulorhini,235
270348,Mganu,182
270349,Bumbane,501
270350,Mbhanyana,554
270351,Mdeni,177
270352,Kulokhamiso,301
270353,Kulogaxa,624
270354,Dangazele,478
270355,KuLogqogqa A,63
270356,Manzikanyi,123
270357,Nothanda,867
270358,KwaBomela,508
270359,eRhwantsini A,616
270360,eNkunkumeni,467
270361,eNgonyama,743
270362,Mangathi,1434
270363,Malongwe,120
270364,eThembeni,170
270365,Jakadu,245
270366,Gogote,232
270367,KuFundakubi,301
270368,Makhakha,207
270369,Mnandi,723
270370,Ntozane,92
270371,KuMadakane A,325
270372,Gotyibeni B,202
270373,Mahlathini,83
270374,KwaFundakubi,192
270375,Sihlana,328
270376,Mkatye,364
270377,Mmangweni,437
270378,eMampondweni B,648
270379,Manzamnyama,642
270380,Njiveni B,184
270381,Laza,627
270382,KwaNongxeke,262
270383,Ntshatshongo,1140
270384,eNtshatshongo B,414
270385,Mbashe C,62
270386,Mgababa,60
270387,Sheshegu,2005
270388,Kulobombo,296
270389,Ngqakayi,326
270390,KuLozulu,240
270391,Komkhulu H,248
270392,Ngete,74
270393,eDrayini A,1065
270394,Lencani,634
270395,Lencane,579
270396,KwaNganda,1137
270397,KuQangqalala,1157
270398,Ngqangqaka,241
270399,Ndabizondeka,217
270400,Ngqungqumbe Hobeni,440
270401,Mpondomsi,150
270402,Mbethe,288
270403,Gobisandla,113
270404,Xwili,82
270405,Mbelo,186
270406,Emantshilbeni,94
270407,Ngekala,190
270408,Mbashe A,100
270409,Sitywathi,423
270410,Memani,281
270411,Ngcay Echibi,133
270412,KwaMyataze,254
271112,eZingqayi,402
271113,eGcukesi,312
271114,Nobhanda,568
271115,eLalini B,277
271116,Adam,30
271117,Qwanguleni,61
271118,Qima,288
271119,Rwantsana A,340
271120,Gongota,151
271121,Thunga B,416
271122,KwaSokapase,54
271123,Ngcongcolorha,999
271124,Mkhwezweni,650
271125,Mantunzeleni,538
271126,Mthonjeni,203
271127,Hom,199
271128,eLalini E,265
271129,eZixhotyeni,185
271130,Hili Hili,214
271131,Ndakana A,478
271132,Maxelegwini,665
271133,Gwadana,671
271310,Aboboti,120
271311,eSixhotyeni,403
271312,eNtsukazi,348
271313,eRhala,409
271314,Jojweni B,320
271315,Rwantsana B,325
271316,Nqagqini,287
271317,Maxhegwana,256
271318,Ngunduza,243
271319,Mamfenesi,129
271320,Sidubela,310
271321,Xamane,184
271322,Kulomiza,97
271323,KuLotshazi,151
271324,Qombe,175
271325,Ceru,648
271326,Dakeni,231
271327,Gxara,204
271328,Zwelitsha,227
271329,KwaJuliwe,253
271330,eVotini,148
271331,Teko-Springs,929
282138,uMzantsi A,90
282139,Mdeni,165
282140,KuWohlo B,75
282141,eNtwashwini,822
282142,Bolana,614
282143,Mawusheni,233
282144,Mangxongweni,649
282145,Bhesi,178
282146,Xabisweni,349
282147,Kuholi,165
282148,Mbinzana,268
282149,Mayireni B,204
282150,Kuntlonze,439
282151,Mvelase,356
282152,KwaNdibaniso,433
282153,Ntlabatini,423
282154,KuNyongwane B,669
282155,Mangweni A,641
282156,Mgongxo,52
282157,eMawusheni B,349
287082,Voyizane,4737
287083,Upper Joveleni,583
287084,Lower Joveleni,363
287085,Boomplaas,369
287086,Magadla B,404
287087,Mlamli,1344
287088,Khiba,1397
287089,Matafazaneni,430
287090,KwaMundu,191
287091,Mkhuzo,198
287092,Edwaleni,362
287093,eTyinindini,1614
287094,Rietfontein,951
287095,Magozeni,545
287096,Mdogo,291
287097,Marakaneng,1387
287098,Naledi,1145
287099,Mbonisweni,899
287122,Jozana's Nek,701
287123,Mangweni,1375
287124,Mdlabona,192
287125,KwaRadebe,153
297081,Magcakini,291
297082,Ntshamathe A,1234
297083,Dumasi,187
297084,Eborweni,660
297085,Ntshamathe,441
297086,Dindini B,2640
297087,Abetshawu,391
297088,Ndwalaza,7533
297089,Ngcingo B,2777
297090,Didi B,981
297091,Khaleni A,442
297092,Mathwebu,2220
297093,Makhal Endlovu,821
297094,Mpenkulu B,74
297095,Mxinga,936
297096,Khaleni B,645
297097,Bhwnijini B,158
297098,Amantshangase A/a F,-
297099,Matweni,64
297100,Bhwnijini A,209
297101,Tshonya,526
472061,Matsopaneng,905
472062,Dinkweng,527
472063,Thaba Tshweu,275
472064,Ha-Taudi,815
472065,Sejwalejwale,908
472066,Kgibiditing,343
472067,Matshaneng,2146
472068,Toropong,576
472069,Thibela,459
472070,Pitseng,131
472071,Lejwaneng,1472
473001,Thembalihle,15727
473002,Vrede,1962
473003,Phumelela ,11964
473004,Memel,619
473005,Zamani,6523
473006,Zenzeleni,8889
473007,Warden,2088
474001,Excelsior,748
526002,Fulathela Sorth,2458
526003,Lekkerwater,1331
526004,Eastbourne,3810
526005,Mtendeka,5011
526006,Grootgeluk,1507
526007,Mielibult,541
526008,Mafahlawane,1935
526009,Spookmill,304
526010,Naas,2637
526011,Springbok Laagte,3535
526012,Surrey,414
526013,Greenock,304
526014,Jokis,688
526015,Phillip,610
526016,Martha,575
526017,Uitkyk,1230
526018,Mbanane,3873
526019,Fairbreeze,3806
526020,Clifton,555
526021,Moltloung,1008
526022,Zondo,1558
270413,Kundlumbini,324
270414,Shukuma,451
270415,Mpozolo B,323
270416,Msendo,203
270417,Somatika,575
270418,iBende,615
270419,Ntotoviyane,197
270420,eMamfeneni,794
270421,KuSunduza,315
270422,Willow,1715
270423,Taleni B,369
270424,Apleni,239
270425,Bhunga,184
270426,eNtilini A,379
270427,KwaXaso,144
270428,KwaNokatana,372
270429,KuNgwidli,414
270430,KwaMhlote,195
270431,Sundwana B,211
270432,KwaHayi,302
270433,Mampingeni,269
270434,Lunyoti,408
270435,Bunqaba,26
270436,Mashaweni,133
270437,Metshe,263
270438,KwaMnunu,301
270439,Ntlekiseni,322
270440,Ngolela,393
270441,Lukolweni,344
270442,iNgcingwane,691
270443,Ludiza,102
270444,Mgagasi,226
270445,eGotyibeni B,323
270446,Ntlabane C,368
270447,KuNgqungqumbe,496
270448,eBelungwini,314
270449,Bhuta,200
270450,Hobeni,232
270451,Mncwabe,273
270452,Kwelomthombe Kwamganu,66
270453,Makamiso Dinata,259
270454,Zimbuku,1144
270455,Lisizi,488
270456,Hlakoti,283
270457,Mpepeni,331
270458,Qelani,260
270459,Mhlohlozi,289
270460,Thaleni,1148
270461,Gqupu,1245
270462,Lucingweni,164
270463,KwaRasi,197
270464,Mngwaneni,253
270465,Mantusini,321
270466,KuXanase,271
270467,Madakeni,533
270468,Cwebe,351
270469,eNdelane,537
270470,eLalini E,617
270471,Tshali,250
270472,Qhingqala,170
270473,Lower Mbhangcolo,481
270474,Mafusini,680
270475,Lubomvini,580
270476,eJojweni B,403
270477,Gqola,206
270478,Maqunde,138
270479,Zigodlo,729
270480,Gwadu,129
270481,eNtshatshongo A,99
270482,eGotyibeni A,581
270483,Taleni A,460
270484,Matolweni C,738
270485,Ntlabane B,368
270486,eBakaneni,930
270487,Kulojika,390
270488,Bakaneni,376
270489,Dungashe,291
270490,KwaBhala,285
270491,Mhlanganisweni,542
270492,eLalini A,433
270493,KwaDingata,304
270494,Ntlabane A,469
270495,Mfezane,748
270496,Singeni A,138
270497,eNkolweni,494
270498,KwaYaphi,199
270499,eMahliwane,775
270500,eNtilini D,246
276093,Roxeni,310
276094,Dyamala,523
276095,Mavuso,1188
276096,Alice,15143
276097,Napier Park,469
276098,eMxohelo,172
276099,Cilidara,580
276100,Elugudwini,263
276101,Mfiki,885
276102,Middledrift,2140
276103,Thorn Park,386
276104,Esixekweni B,446
276105,eLalini,198
276106,KwaTyutyuza,333
276107,KwaMemela,339
276108,eSigingqini A,555
276109,Kwezana B,452
276110,Lalini A,502
276111,Imincangathelo,853
276112,Efama,414
276113,Mtombo,658
276114,Igudweni B,77
281054,Lower Hukuwa 1-A,39
281055,Tambo,3056
281056,Mission,77
281057,Upper Didimana,330
281058,Sautana,79
281059,Upper Hukuwa,171
281060,Upper Hukuwa 3,53
281061,Elalini,144
281062,Eluqolweni,209
281063,Enqobokeni 1,157
281064,Enqobokeni 2,264
281065,Emcambalaleni,304
281066,Whittlesea,14756
281067,Sada,13493
281068,Hewu,2193
281069,Sawutiya,136
281070,Emtha,248
281071,Upper Lahlangubo,483
281072,Ngcamngeni,185
281073,Mabeleni,227
281074,Dyamala,175
282118,Rhwantsana,243
282119,KwaDudumashe,150
282120,Gungubele,232
282121,Efama,148
282122,Emahodini,763
282123,KwaNgali,453
282124,uMzantsi C,403
282125,Lower Tsojana Village,502
282126,Mandlaneni,725
282127,Mayireni A,622
282128,KuWohlo A,550
282129,Noxweba,242
282130,Gageni,263
282131,eSingeni B,309
282132,Nobokwe,315
282133,eMangweni,553
282134,KwaMaya,990
282135,KuMangobomvu,742
282136,Ntwashwini,467
282137,Mampingeni,394
283160,Diphini,240
283161,Endwe,385
283162,Njombela,370
283163,eThafeni,613
283164,Nghala,817
283165,eMthonjeni,565
283166,Mqonci,853
283167,Matyhantya B,1239
283168,Outubeni,814
283169,Drayini,263
283170,Mdeni A,203
283171,eLuxeni B,351
283172,Sihlaba,228
283173,Mdeni B,266
283174,eSikhwankqeni,78
283175,Bhoko,302
283176,Matyhantya A,298
283177,Ndenxe,1584
283178,Lututu,610
283179,Mmangweni C,147
283180,Qithi,414
292301,Vinitshi,897
292302,KwaJange,435
292303,Nomadolo,956
292304,Nkantini,532
292305,Thekwini,1016
292306,Nduli,144
292307,Mdikane,985
292308,Lucingweni,344
292309,Hluleka,332
292310,KwaXutidwele,975
292311,Mapalo,383
292312,Ngwenyeni,416
292313,KwaDontsa,485
292314,Mtakatyi,405
292315,Mageza,375
292316,Mamolweni,888
292317,KwaMkwamde,348
292318,Njivene,385
292319,Sixambuzi,230
292320,Ntotweni,371
292321,Ntlanjeni,415
293028,Maxeleni,61
293029,Ntsilitwa,1663
293030,Sthaleni,238
293031,Mpendle,110
293032,Sangqu,636
293033,Upper Lwandlana,932
293034,Hukwini,118
293035,Ntlotshe,304
293036,Engcoti,142
293037,Gqukunqa,60
293038,Mancuseni,426
293039,KuNdabasigogo,74
293040,Mamani,166
293041,Enyanga,109
293042,Ngqwaneni,115
293043,Kunene,209
293044,Tikolwana,632
293045,Jokweni,548
293046,Sitishini,686
293047,Sulenkama,483
293048,Ncothi,726
294255,KwaNdaba,231
294256,Tafeni,570
294257,Madikaleni,92
294258,Zanci,693
294259,Tukuba,355
294260,Bhakaleni,681
294261,KuNtlangaza,342
294262,Corana,457
294263,Ngceni,176
294264,Zinyoka,356
294265,Xalanga,487
294266,Ngweni,772
294267,Mandlantsha,373
294268,KwaPingilili,297
294269,Macosa,422
294270,Ngqumane,1810
294271,Ngwevane,506
294272,Mpafeni,891
294273,KaGunjana,635
270501,Lurwayizo,453
270502,Mtyuba,90
270503,Bhongweni,259
270504,KuSiphunzi,326
270505,Mqinda,321
270506,Dipini,262
270507,Kwanduna,226
270508,Phatilizwe,454
270509,Mbityana,263
270510,KwaNgculu,529
270511,Nkelekete,372
270512,KwaMgojo,888
270513,Manganyela,1480
270514,Fukula,233
270515,Emdeni,185
270516,Ngxutyana,198
270517,Nongoma,422
270518,KuMbelo,-
270519,Gotyibeni A,93
270520,Guxuxu,118
270521,KwaNdenga,816
270522,Mantashe,77
270523,Lokishini,134
270524,KwaNtakamnyame,255
270525,Mendu,335
270526,Ntshangase,362
270527,KwaMfincane,199
270528,Shoshwana,291
270529,Kwilini,396
270530,Badi,393
270531,eLalini B,238
270532,Lubangweni,470
270533,KuNene,675
270534,eZiqhorhana,347
270535,Msengeni,378
270536,Wolela,892
270537,Mgotwane,211
270538,eNtilini B,72
270539,Solani,537
270540,Mpume,270
270541,Luphaphasi,325
270542,Fubesi,275
270543,Mhlanga,267
270544,Nqabarama,202
270545,Nocwane,205
270546,Ntlangano,233
270547,KwaMvulo,244
270548,Bashee,35
270549,Mboya,1010
270550,Willowvale,2522
270551,Maxelegwini,612
270552,KwaCamemnango,200
270553,Ciko A,441
270554,Mqotwane,259
270555,Weza,431
270556,Tembeni,134
270557,eTshingeni,159
270558,Mthlokwana,92
270559,KuMkhulu,267
270560,Magebula,215
270561,Ntlangula,145
270562,KuNtingana,271
270563,Ntshundutshe,421
270564,Maseti,466
270565,eNtilini C,249
270566,KwaMandluma,313
270567,Nxotwa,127
270568,Ndothweni,62
270569,Bophela,105
270570,eNqileni,423
270571,Ciko B,454
270572,Ncalukeni,188
270573,Komkhulu E,316
270574,Mevana,163
270575,Nondobo,146
270576,Mtokwane,216
270577,Ngwane,497
270578,Ntsunguzini,492
270579,KuNxankzashe,481
270580,Xholongada,255
270581,Komkhulu A,225
270582,Mdzonga,385
270583,KuBangqo,332
270584,Mdluntsha,87
270585,KuGatyana,396
270586,eDrayini B,199
270587,Gqubeni,66
270588,Nyokana,315
270589,Komkhulu D,231
270590,Gqunqe,175
270591,KwaVelelo,420
270592,Msele,80
270593,iNcedana,361
270594,Camsha,222
270595,KuMbanga B,208
270596,Mdibaniso,360
270597,Mpondo,145
270598,KuMahasana,249
270599,KuNocekedwa,371
270600,Jujura,158
270601,KuGroxo,112
270602,Kulovulandi,207
270603,KuLokamisa,317
270604,Mayiji,227
270605,Nqeza,184
270606,Ngomana,697
270607,Dwesa,221
270608,KwaNjana,62
270609,Nkanga,165
270610,eMndwaxa,181
270611,eKrozweni,204
270612,Bojeni,884
270613,Ngaji,196
270614,eLigwa,162
270615,Emaxixibeni,215
270616,Kwamdibaniso,183
270617,Ntshinga,296
270618,KwaMtetha,227
270619,KwaGoqo A,433
270620,Busakwe,160
270621,Khimqashe,306
270622,KuLolanga,627
270623,Ngqungqumbe,203
270624,KuLofumbata,210
270625,Mngwevu,214
270626,Ngingqini,290
270627,Ntlanzini,264
270628,KwaFolokwe,276
270629,KwaMngxabakazi,120
270630,KwaZwelitsha,178
270631,KwaTenza A,249
270632,eSihlanini,144
270633,KwaGoqo B,172
270634,KuLogqogqa B,128
270635,Gqogqa,181
270636,KuLomali,265
270637,Nxutyana,131
270638,eZimfeneni,99
270639,Muncu,297
270640,KwaZibonda,250
270641,Gshiphondo,239
270642,Ngcizele,163
270643,Sebeni,212
270644,Qazini,179
270645,eLalini F,213
270646,Ngadla,191
270647,Zitenjeni B,125
270648,Thandela,414
270649,Dityani,96
270650,KwaHadi,270
270651,Nkawukazi B,141
270652,Dimbeni,356
270653,KuLojingqi,126
271001,eMahlubini B,197
271002,Mnquna ,1829
271003,eNgxalawe,97
271004,eNtlekiseni,120
271005,Mazamisa AA,265
271006,eMarhawuleni,94
271007,Tshetshengwane,78
271008,Lunda,305
271009,Xilinxa,434
271010,eLalini G,255
271011,eMaseleni,264
271012,Ulahlangubo,293
271013,Sawutana B,231
271014,Mjula,667
271015,Sawutana A,235
271016,Njekeni,321
271017,Zingcuka,400
271018,Bhongweni,572
271019,Tshazibane,371
271020,eLalini F,211
271021,eBhisiniya,255
271022,Ndende,284
271023,eSirhosheni A,165
271024,Kunene,403
271025,KwaNkqayi,510
271026,eSiqithini A,536
271027,eJekezi,426
271028,Komkhulu D,62
271029,Nyulula,245
271030,Bhoqo,323
271031,KwaShosha,137
271032,eZintukwini,398
271033,eSikolweni,326
271034,Ziqhamnganeni,474
271035,Tyabana,288
271036,Gubevu,158
271037,Wongalethu,53
271038,Frerestat,9
271039,Thoboyi,725
271040,Nomaheya Mission,585
271041,Kayelitsha B,83
271042,Mekeni,786
271043,Komkhulu B,840
271044,Ndiki,995
271045,Ntwashu,604
271046,Qholiwe,774
271047,Merelisa,750
271048,KwaMjayezi,252
271049,Mbangweni,336
271050,uMntla,583
271051,KwaNgwanya,137
271052,Tshabaqu,248
271053,Mamela,64
271054,Dudumashe,1137
271055,Kayelitsha A,240
271056,Ncisinide,343
271057,eSizindini,292
271058,eMbangweni,263
271059,Shilata,57
271060,KwaMankihlana,136
271061,Gudla,640
271062,eMfulamde,528
271063,Mngcangcatelo,577
271064,eDakaneni,111
271065,Mbanjwa,195
271066,eSihlabeni,378
271067,KwaSimeliyana,311
271068,KwaKotana,566
271069,eMgcwe,412
271070,eNtlakwendlela,349
271071,Sihlabeni,519
271072,Forty five,247
271073,KwaKwayimani,194
271074,Tshamanzi,296
271075,eSantini,207
271076,Mbuthweni,266
271077,Sigingqini A,227
271078,Mzantsi A,236
271079,Siphaleni,352
271080,eLalini D,223
271081,eMngcwe,297
271082,eMphahleni B,90
271083,KwaMlonyeni,682
271084,Mtebhele,533
271085,Mngcwazi,423
271086,Mxhaka,263
271087,Mpatheni,513
271088,KwaNtibane,559
271089,Gqoloma,253
271090,KwaNgwazi,380
271091,Matolweni,171
271092,Mgadi,47
271093,eMakodisini,645
271094,Tyindye,114
271095,Newlook,602
271096,Nqamakwe,1558
271097,Mangobomvu A,988
271098,Malongweni,329
271099,Thunga A,267
271100,Mthwaku,380
271101,Mjikelweni,75
271102,eMphahleni A,510
271103,Gqukesi,584
271104,Mzantsi,433
271105,Ntwala,669
271106,Komkhulu C,607
271107,KwaJama,322
271108,KwaNkohla,372
271109,Ndela,389
271110,eMasisini,441
271111,Botwe,15
271134,Masaleleni B,330
271135,Tyekana,611
271136,KwaGisi,327
271137,Ncorha,538
271138,Mkhobeni,958
271139,Kampetha,189
271140,Masaleleni A,362
271141,uMgagasi,534
271142,Mangondini,930
271143,uMzantsi B,232
271144,KwaMasele,589
271145,KwaMpundu,231
271146,Bhulele,176
271147,Blue Sky,253
271148,KwaDadiyane,219
271149,Ntshingeni,299
271150,Raladiya,1308
271151,eLusuthu,540
271152,Makhomazini,157
271153,Jingqi,124
271154,Jama,136
271155,Khwayi-Khwayi,352
271156,eLalini A,175
271157,Mtshanyane,205
271158,Mnyamazane,284
271159,Magalakangqa,1154
271160,eBika,782
271161,Butterworth,44039
271162,Upper Mchubakazi,521
271163,Lower Mcubakazi,452
271164,Nkalweni B,126
271165,eMaphiko,125
271166,eMahemini,386
271167,eMadopholweni,509
271168,California,316
271169,KwaNgunikazi,120
271170,KuBhongithole,127
271171,eNgcwangu A,340
271172,eMatolweni,265
271173,Tshoma,162
271174,Cafutweni,172
271175,eSirhosheni B,423
271176,iNtlambonkulu,358
271177,eMaswusheni,48
271178,eNgcwangu B,64
271179,Mgomanzi,313
271180,eSigadini,480
271181,eThika,371
271182,Mngomanzi,357
271183,KwaMkhiva,122
271184,eKomannishini,268
271185,eMncuncuno,513
271186,eMgqigweni,64
271187,eSidutyini,125
271188,eGoso,273
271189,Ndakana B,132
271190,Mbiza,384
271191,eDrayini B,599
271192,eNtobeni,505
271193,Tyinirha,309
271194,eGqubeni,449
271195,eSigingqini A,177
271196,Ndenxa,233
271197,Gxojana,453
271198,Nkalweni A,378
271199,Zazulwana,534
271200,Mathole A,692
271201,Busila,412
271202,Amabhele,148
271203,eZibondeni,604
271204,Mphesheya,950
271205,Ncityane,506
271206,eBhoyileni,363
271207,Ngozana,292
271208,Mazikhanya,188
271209,Ntshutshwini,278
271210,Msele,149
271211,eMbovu,229
271212,eNtshingeni,193
271213,Mabala,611
271214,Ngqaqini,430
271215,Mngxokweni,156
271216,Nkanga,421
271217,Manyontolweni,162
271218,Nkonkwane,189
271219,High Hill,333
271220,Rhoxeni,379
271221,Lower Ndakana,331
271222,Ekupumleni,25
271223,Mkhonkotho,372
271224,Zagwityi,858
271225,Ngxalathi,877
271226,KwaKhwatsha,249
271227,Nodumaphi,104
271228,eNtombo,489
271229,Bhongolwethu,374
271230,Mayekiso Farm,217
271231,Mlonyeni,277
271232,Qikileka,89
271233,Lutsholo,147
271234,Komkhulu G,568
271235,Ngqokweni,292
271236,KuHolela,441
271237,KwaGaba,309
271238,Maqele,525
271239,Cilo,356
271240,KwaLubobo,236
271241,Khwetsha,278
271242,Qumbulwana,595
271243,ePhika,239
271244,Bomvana,233
271245,Mangobomvu B,480
271246,Ntilini A,341
271247,eNqileni,744
271248,Zitulele,624
271249,Nyokana,5
271250,Nyidlana,244
271251,Tyhila,844
271252,Mpukane Mission,490
271253,eNdenya,308
271254,Mdeni,406
271255,Qengqweni,164
271256,Bhuru,63
271257,Mgobhozweni,586
271258,uMzantsi A,257
271259,KwaNofodosi,253
271260,Dwarheni,448
271261,Masisini,897
271262,Jojweni F,632
271263,Teko-Kona,1033
271264,Bhishibha,194
271265,Khayalethemba,797
271266,Jekete,405
271267,Mmango,194
271268,Bongoza,432
290006,Elhibini,153
290007,KuMathe,2176
290008,Gqina,256
290009,Jaca,545
290010,Rwantsana,452
290011,Qwaru,1571
290012,Qojana,465
290013,Bhala,960
290014,Ngqelemani,207
290015,Dibandlela,425
290016,Emafusini,85
290017,KwaSomkhetho,274
290018,Ngweleni,592
290019,Mhlanjeni,737
290020,Njimbinxeni,1053
290021,Luthulini,2044
290022,Dukuza,255
290023,Mdudwa,325
290024,Xoposo,1976
290025,Mhlanga,890
290126,Mangatini,207
290127,Patari,222
290128,Cele,475
290129,Ndungunyeni B,69
290130,Mbuthweni,403
290131,eChibini,297
290132,Didi B,109
290133,Mathambo,274
290134,Hlabati,107
290135,Siyabulela,145
290136,Buthulo,66
290137,Zinyangeni,410
290138,Qoxoza,293
290139,Mthontsasa,570
290140,Mbozisa,323
290141,Sidabekweni,406
290142,Njanda,452
290143,Ngwenyeni,1521
290144,Mdeni,488
290145,Mthentu,47
292214,Mdeni,3765
292215,Meyana,412
292216,Ceka,394
292217,Mapulazini,202
292218,Mthondela,120
292219,Mapapeli,848
292220,Mandileni,1718
292221,Kateni,389
292222,Godini,599
292223,KwaMcapati,407
292224,Bhantini B,397
292225,KwaZulu,2218
292226,Sizindeni,800
292227,Wayisi,162
292228,Malungeni,610
292229,Ndimakude,365
292230,KwaMhlongwana,579
292231,Maqebevu,440
292232,eSitshayelweni,545
292233,Buthongweni,1204
580029,Dleka,1179
580030,Bangamaya,1199
580031,KwaMememe,1521
580032,Mpisini,352
580033,Juba,36
580034,Ntweni,779
580035,Entweni,805
580036,Umlaza,616
580037,KwaNcongoma,534
580038,Sinqanda,859
580039,KwaNjoko,2542
580040,Nhleleni,474
580041,Zondane,408
580042,KwaMqhakanyeki,686
580043,Vungama B,256
589109,Masundwini,1383
589110,Nkunzempunga,4445
589111,Gazu-Mngwenya,521
589112,Mbizane,747
589113,Silambo,2555
295139,Madimong,318
295140,Ramohlakoana,651
295141,KwaMvemve,615
295142,Mapateng,398
295143,Zimokolweni,33
295144,Mahareng,998
295145,Maholoholo,377
295146,Mgungundlovu,182
295147,Mfolozi,80
295148,Polokong,1527
295149,Khoapa,2338
295150,Wilfried Baur,-
295151,Khohlweni,424
295152,Collingwood,74
295153,Newlands,1318
295154,Tsepisong,1823
295155,Masakala,507
295156,Khohlong,836
295157,Mahangu A,371
295158,Maguzen,1853
296031,Nyesini,733
296032,Sidakeni B,984
296033,Ngcobe,-
296034,Sfolweni,364
296035,Siqhingeni,1188
296036,Cabazana,3654
296037,Mrholweni,446
296038,Esidakeni,862
296039,Lubaleko,1864
296040,Ncome,496
